# Mastery (C2) vocabulary: literary, formal and idiomatic register — the words a near-native
# reader meets in essays, journalism and fiction rather than in conversation.
premedytacja	premeditation	n	C2	law
zaniechanie	failure	n	C2	law
przewinienie	misconduct	n	C2	law
uchybienie	lapse	n	C2	law
niedopatrzenie	oversight	n	C2	work
przeoczenie	slip	n	C2	work
zaległość	arrear	n	C2	finance
nadwyżka	surplus	n	C2	finance
niedobór	deficiency	n	C2	finance
deficyt	deficit	n	C2	finance
posucha	drought	n	C2	weather
skwar	scorcher	n	C2	weather
zawierucha	turmoil	n	C2	weather
zaduch	stuffiness	n	C2	home
rześkość	vigor	n	C2	weather
przymrozek	ground frost	n	C2	weather
odwilż	thaw	n	C2	weather
posępny	sombre	adj	C2	emotions
ponury	gloomy	adj	C2	emotions
markotny	moody	adj	C2	emotions
strapiony	distressed	adj	C2	emotions
udręczony	tormented	adj	C2	emotions
rozanielony	blissful	adj	C2	emotions
uradowany	rejoicing	adj	C2	emotions
rześki	brisk	adj	C2	health
krzepki	robust	adj	C2	appearance
wątły	frail	adj	C2	health
mizerny	haggard	adj	C2	health
rosły	they grew	adj	C2	appearance
zwinny	agile	adj	C2	sports
rozłożysty	wide-spreading	adj	C2	trees
bujny	lush	adj	C2	plants
jałowy	barren	adj	C2	nature
urodzajny	fertile	adj	C2	nature
nadmienić mimochodem	to mention in passing	expr	C2	daily-conversation
roztrząsać	to discuss	v	C2	meetings
dociekać	to investigate	v	C2	university
dowodzić tezy	prove a thesis	expr	C2	university
utrzymywać stanowisko	maintain a position	expr	C2	politics
podtrzymać	to maintain	v	C2	law
uchylić	to repeal	v	C2	law
zawiesić	to suspend	v	C2	law
umorzyć	to cancel	v	C2	law,finance
zasądzić	to judge	v	C2	law
odwlekać	to procrastinate	v	C2	work
zaniechać działań	refrain from taking action	expr	C2	law
wzbraniać się	to refrain	v	C2	personality
napomknąć	to hint	v	C2	daily-conversation
przemilczeć	to pass over in silence	v	C2	politics
zataić	to conceal	v	C2	law
wyjawić	to disclose	v	C2	law
ujawnić	to reveal	v	C2	politics
zdemaskować	to expose	v	C2	politics
piętnować	to stigmatize	v	C2	politics
gloryfikować	to glorify	v	C2	politics
deprecjonować	to depreciate	v	C2	work
nobilitować	to ennoble	v	C2	books
uwiarygodnić	to make it credible	v	C2	politics
zdyskredytować	to discredit	v	C2	politics
